Achievements,Action,Active sport,Adrenaline sports,Age,Ageing,Alcohol,Alternative,Animated,Appearence and gestures,Art exhibitions,Assertiveness,Biology,Borrowed stuff,Branded clothing,Fear_index,Calculation_973340536937771011,Loneliness2,Number of friends 2,Happiness in life2,Cars,Celebrities,Changing the past,Charity,Cheating in school,Chemistry,Children,Classical music,Comedy,Compassion to animals,Country,"Countryside, outdoors",Criminal damage,Daily events,Dance,Dancing,Dangerous dogs,Darkness,Decision making,Documentary,Dreams,Eating to survive (group),Eating to survive,Economy Management,Education,Elections,Empathy,Energy levels,Entertainment spending (group),Entertainment spending,Fake,Fantasy/Fairy tales,Fear of public speaking,Final judgement,Finances,Finding lost valuables,Flying,Folk,Foreign languages,Friends versus money,Fun with friends,Funniness,Gardening,Gender,Geography,Getting angry,Getting up,Giving (group),Giving,God (group) 1,God (group),God2 (group),God,Happiness in life (group),Happiness in life2 (group),Happiness in life,Health,Healthy eating,Height,Heights,"Hiphop, Rap",History,Horror,House - block of flats,Hypochondria,Interests or hobbies (group),Interests or hobbies,Internet usage,Internet,Judgment calls,Keeping promises,Knowing the right people,Latino,Law,Left - right handed,Life struggles,Loneliness (group),Loneliness2 (group),Loneliness,Loss of interest,Lying,Mathematics,Medicine,Metal or Hardrock,Mood swings,Movies,Music,Musical instruments,Musical,New environment,Number of Records,Number of friends (group),Number of friends 2 (group),Number of friends,Number of siblings,Only child,Opera,PC,Parents' advice,Passive sport,Personality,Pets,Physics,Politics,Pop,Prioritising workload,Psychology,Public speaking,Punctuality,Punk,Questionnaires or polls,Rats,Reading,"Reggae, Ska",Reliability,Religion,Responding to a serious letter,Rock n roll,Rock,Romantic,Sci-fi,Science and technology,Self-criticism,Shopping centres,Shopping,Slow songs or fast songs,Small - big dogs,Smoking,Snakes,Socializing,Spending on gadgets,Spending on healthy eating (group),Spending on healthy eating,Spending on looks,Spiders,Storm,"Swing, Jazz","Techno, Trance",Theatre,Thinking ahead,Thriller,Unpopularity,Village - town,Waiting,War,Weight,Western,Workaholism,Writing notes,Writing
4,2,4,3,22,2,social drinker,3,5,4,3,5,2,1,5,35,blieving god,not lonely,lots of friends,neutral,1,3,2,2,3,1,4,3,5,5,1,4,3,4,3,5,5,3,3,1,3,Other,5,4,secondary school,4,5,4,be social,4,1,5,2,5,2,5,4,1,2,5,5,1,1,female,3,3,2,give more,5,Other,believe in god,blieving god,5,3,Other,3,3,3,172,3,4,2,4,house/bungalow,3,neutral,3,few hours a day,4,3,3,3,4,2,right handed,3,2,Other,2,2,only to avoid hurting someone,1,1,1,2,5,5,2,3,4,1,4,Other,4,2,no,1,1,3,5,4,4,1,3,5,2,2,2,,1,2,5,3,4,4,1,2,3,3,4,1,1,4,4,4,4,2,tried smoking,5,3,3,eat healthy,4,4,5,1,2,2,3,2,2,3,village,4,1,60,1,1,1,1
3,4,2,1,19,3,social drinker,4,5,3,4,5,4,2,3,15,blieving god,not lonely,no friends,very happy,4,1,3,1,2,4,3,5,3,3,3,4,1,2,2,1,1,1,5,5,3,Other,3,2,secondary school,3,4,3,not be social,2,2,4,3,4,2,5,1,4,5,5,3,3,1,female,5,2,4,give less,2,4,believe in god,blieving god,4,Other,Other,4,3,3,168,2,2,5,2,house/bungalow,1,few interests,2,few hours a day,4,5,4,1,4,3,right handed,2,Other,Other,1,1,everytime it suits me,3,4,3,3,5,5,1,3,3,1,Other,no friends,2,3,no,3,4,2,4,3,3,4,3,2,1,4,5,i am always on time,3,3,1,5,3,3,4,4,3,4,3,2,3,4,3,3,2,3,former smoker,1,3,3,eat unhealthy,2,2,1,1,5,1,5,2,4,5,village,3,4,68,2,1,1,2
3,4,1,2,20,2,social drinker,2,4,3,1,4,3,4,4,18,blieving god,neutral,neutral,neutral,3,3,4,3,5,3,5,4,5,3,2,4,1,3,4,1,4,1,3,3,3,1,1,2,secondary school,5,3,5,n,3,2,4,3,5,4,2,1,3,3,3,4,3,4,female,2,2,4,neutral,3,Other,believe in god,blieving god,5,3,Other,3,3,4,170,1,5,3,4,house/bungalow,1,neutral,3,few hours a day,2,5,4,3,4,2,right handed,2,3,Other,3,2,everytime it suits me,2,3,1,2,5,5,3,3,4,1,Other,Other,3,1,no,2,2,3,3,3,1,2,3,5,1,2,5,i am always on time,2,3,2,5,3,5,4,3,1,3,2,3,3,5,3,3,3,3,tried smoking,1,3,2,eat healthy,4,3,1,2,2,2,2,5,4,5,village,3,3,59,1,3,2,1
4,4,1,3,20,1,social drinker,1,5,4,3,4,1,5,1,36,neutral,not lonely,lots of friends,very happy,1,2,3,1,4,1,5,3,5,3,1,3,5,4,1,1,5,5,5,5,3,Other,3,1,secondary school,5,5,4,be social,5,2,5,3,1,3,5,1,1,3,5,5,4,1,female,5,4,5,give less,2,Other,n,Other,3,Other,Other,4,3,3,165,5,1,5,1,house/bungalow,3,neutral,3,few hours a day,5,5,4,3,1,4,right handed,3,2,Other,2,3,never,1,2,3,3,5,5,1,1,5,1,4,Other,4,1,no,3,3,4,3,3,2,1,5,2,2,3,3,i am always on time,5,1,3,5,3,3,3,5,1,5,1,2,2,5,2,3,4,1,former smoker,5,3,5,eat healthy,4,4,3,5,2,1,4,5,3,3,village,1,3,52,1,4,2,1
3,3,5,4,21,5,social drinker,4,2,3,4,4,5,5,3,23,not believing god,very lonely,no friends,very unhappy,2,2,4,2,2,4,2,3,4,5,1,5,5,2,2,2,3,1,5,5,3,Other,3,2,secondary school,4,4,4,not be social,2,2,3,4,1,4,4,1,2,2,3,4,2,1,female,4,5,2,give less,1,Other,not believe in god,Other,1,Other,very unhappy,2,2,4,162,2,2,2,3,house/bungalow,1,neutral,3,few hours a day,3,4,5,3,2,2,right handed,2,5,very lonely,5,2,never,3,4,5,4,3,5,3,4,1,1,Other,no friends,1,1,no,4,2,4,1,3,2,2,1,3,4,3,4,i am always on time,2,3,3,5,2,5,2,2,3,4,3,2,4,5,2,3,3,5,tried smoking,2,2,2,eat healthy,4,2,1,1,2,2,4,4,4,4,village,3,5,51,2,5,5,2
2,3,,4,21,1,social drinker,2,5,3,2,4,3,4,4,,not believing god,not lonely,neutral,very happy,4,4,3,2,3,3,5,1,5,4,3,5,2,3,4,1,1,3,2,5,4,Other,2,1,college/bachelor degree,2,2,4,not be social,2,1,5,1,4,2,5,1,2,1,1,4,2,5,female,2,4,2,give less,2,Other,not believe in god,Other,1,Other,Other,4,3,3,162,,,2,3,house/bungalow,1,neutral,3,few hours a day,3,4,4,4,2,1,right handed,4,2,Other,2,1,only to avoid hurting someone,1,1,2,3,4,3,1,2,3,1,Other,Other,3,1,no,1,2,4,5,3,5,2,1,4,3,2,1,i am always on time,1,4,3,1,1,4,1,2,2,4,5,1,2,2,1,4,4,,former smoker,3,4,1,eat unhealthy,2,2,3,1,1,5,2,3,3,4,village,3,1,60,2,3,4,1
3,4,1,4,17,2,social drinker,3,4,4,5,3,3,4,3,27,blieving god,neutral,lots of friends,very happy,5,4,3,2,5,3,3,4,5,4,4,4,1,3,4,3,4,3,2,3,3,Other,3,4,,2,4,4,not be social,2,1,4,2,4,3,3,3,2,5,5,5,4,2,female,3,3,4,give less,2,Other,believe in god,blieving god,5,Other,Other,4,3,3,170,1,5,4,5,house/bungalow,2,neutral,3,few hours a day,5,4,5,5,4,5,right handed,2,3,Other,3,4,only to avoid hurting someone,3,3,3,3,5,5,2,4,3,1,Other,Other,5,2,no,4,3,4,4,4,3,2,3,5,3,3,4,i am always on time,4,4,3,3,4,5,4,4,5,4,4,4,4,2,5,4,,1,tried smoking,3,4,3,eat healthy,4,4,3,3,4,3,4,3,5,4,village,3,4,50,3,3,4,2
1,2,3,5,20,3,social drinker,5,5,4,4,3,5,5,4,19,blieving god,very lonely,neutral,very happy,1,1,3,3,3,1,3,5,5,1,5,5,1,3,4,1,3,1,3,5,3,1,1,1,college/bachelor degree,3,3,3,n,3,2,5,2,5,5,1,1,5,5,5,5,3,2,female,4,4,2,neutral,3,Other,believe in god,blieving god,5,Other,Other,4,3,4,167,2,3,2,1,house/bungalow,1,many interests,5,few hours a day,4,1,5,4,1,1,right handed,3,4,very lonely,4,3,only to avoid hurting someone,2,2,1,4,5,5,5,2,4,1,Other,Other,3,2,no,3,2,3,5,3,5,2,1,4,3,2,2,i am always on time,5,1,2,1,2,3,5,3,5,5,5,5,3,5,4,3,3,3,tried smoking,2,3,3,eat healthy,4,4,2,1,2,5,3,5,1,1,village,4,1,57,1,3,5,1
3,2,3,2,19,3,social drinker,3,4,3,3,4,3,5,2,36,neutral,very lonely,neutral,very unhappy,1,1,5,3,5,3,4,2,4,3,2,3,2,3,3,1,5,4,4,2,3,Other,2,3,secondary school,2,5,3,n,3,1,3,4,4,3,2,3,2,5,5,4,4,1,female,3,3,3,give more,4,Other,n,Other,3,Other,very unhappy,2,4,3,174,3,3,1,1,house/bungalow,1,neutral,3,few hours a day,3,5,4,4,2,1,right handed,4,4,very lonely,4,2,only to avoid hurting someone,3,3,3,3,5,5,3,2,4,1,Other,Other,3,1,no,1,2,4,3,3,1,1,1,3,1,2,5,i am always on time,4,2,4,4,4,4,1,3,3,5,4,2,2,4,4,3,3,1,tried smoking,4,5,2,eat healthy,4,4,4,2,2,4,3,2,2,3,village,3,3,70,1,3,4,1
3,4,1,4,18,2,social drinker,2,3,5,1,4,2,4,2,23,blieving god,very lonely,no friends,very happy,1,1,2,3,4,1,2,4,4,4,2,3,2,4,2,2,4,4,3,2,3,Other,2,3,secondary school,2,5,3,not be social,2,1,3,2,4,3,3,1,2,5,3,5,2,1,female,4,2,2,give more,4,Other,believe in god,blieving god,5,Other,Other,4,4,3,162,1,3,5,3,house/bungalow,2,neutral,3,few hours a day,3,5,4,4,3,4,right handed,2,4,very lonely,4,1,only to avoid hurting someone,3,2,1,5,4,4,1,3,5,1,Other,no friends,2,3,no,3,1,4,4,3,1,2,5,3,2,5,3,i am always on time,2,1,3,5,3,3,5,3,3,3,2,5,2,5,3,3,3,4,tried smoking,3,4,1,neutral,3,3,1,2,3,3,3,5,4,3,village,2,4,54,1,4,5,1
3,2,5,4,28,3,social drinker,3,3,4,3,4,3,5,3,22,blieving god,very lonely,lots of friends,neutral,3,2,3,3,3,3,3,3,5,5,3,5,2,3,3,4,3,2,3,3,3,Other,2,4,masters degree,4,3,3,n,3,3,2,2,3,3,3,4,3,3,,,3,3,female,3,3,4,give more,4,Other,believe in god,blieving god,5,3,Other,3,3,3,170,3,3,3,3,house/bungalow,,many interests,4,few hours a day,3,3,3,4,3,3,right handed,3,4,very lonely,4,3,sometimes,3,3,1,3,4,3,3,3,3,1,4,Other,4,2,no,3,3,3,2,3,4,3,3,3,3,3,3,i am always on time,3,3,1,3,3,3,3,4,3,5,3,2,3,3,3,4,4,3,,1,4,3,neutral,3,3,1,2,3,1,4,3,4,3,village,3,2,65,2,3,3,3
4,3,3,3,30,3,social drinker,2,3,4,3,3,3,5,1,18,blieving god,neutral,lots of friends,neutral,3,3,3,3,3,3,5,3,5,5,2,5,1,3,4,3,4,1,3,4,4,Other,3,3,masters degree,3,3,4,not be social,1,1,5,1,3,4,4,1,4,3,3,5,3,4,female,4,3,1,give more,5,Other,believe in god,blieving god,5,3,Other,3,5,3,175,1,2,3,3,house/bungalow,1,many interests,5,few hours a day,4,3,4,4,3,3,right handed,5,3,Other,3,2,sometimes,3,3,1,4,5,5,3,4,4,1,Other,Other,5,4,no,4,3,5,5,3,5,3,2,3,5,3,4,i am always on time,1,3,3,4,3,4,3,2,2,3,5,,3,4,2,4,3,3,former smoker,2,4,2,eat unhealthy,2,3,1,1,2,1,5,3,3,3,village,4,3,68,4,3,5,4
2,3,5,4,17,4,social drinker,3,5,4,4,5,5,3,4,30,neutral,not lonely,lots of friends,very happy,3,5,3,1,5,5,4,4,3,3,1,3,2,4,3,5,5,1,1,4,3,Other,2,4,secondary school,2,3,5,be social,5,1,4,4,3,3,1,3,1,5,5,5,3,1,female,5,3,1,neutral,3,Other,n,Other,3,Other,Other,4,5,5,174,3,4,4,4,house/bungalow,2,many interests,5,few hours a day,5,5,4,4,4,5,right handed,3,Other,Other,1,3,sometimes,2,5,3,2,5,5,1,4,5,1,4,Other,4,1,no,4,3,4,1,4,2,4,3,4,2,5,4,i am always on time,3,2,4,4,3,5,2,3,1,4,2,1,5,2,5,5,3,1,former smoker,3,3,3,eat healthy,5,5,1,2,1,4,,5,5,1,village,1,1,55,2,3,4,4
5,3,2,3,18,1,social drinker,4,5,2,1,4,2,4,2,29,not believing god,very lonely,no friends,very happy,3,3,4,1,2,2,4,2,5,4,3,2,2,2,4,2,5,3,5,4,4,1,1,5,college/bachelor degree,1,1,3,not be social,1,3,5,4,1,5,2,2,4,2,3,5,3,3,female,1,5,2,neutral,3,Other,not believe in god,Other,1,Other,Other,5,3,2,168,1,2,1,1,house/bungalow,3,few interests,2,few hours a day,5,4,4,4,5,3,right handed,2,4,very lonely,4,2,sometimes,5,1,4,5,3,4,1,1,4,1,Other,no friends,2,1,no,1,2,4,4,3,5,4,1,4,3,1,4,i am always on time,4,4,4,1,4,4,1,3,3,5,5,2,2,5,4,5,4,4,never smoked,4,4,1,neutral,3,1,4,1,1,1,1,5,1,2,village,1,2,65,2,4,1,1
2,4,2,4,19,3,social drinker,4,5,3,4,3,2,5,3,28,blieving god,neutral,neutral,very happy,1,2,4,1,1,2,3,2,5,5,3,4,1,2,4,3,1,2,3,4,3,Other,5,3,primary school,3,5,4,not be social,2,2,5,1,3,3,2,3,1,5,4,5,4,2,female,5,2,2,neutral,3,Other,believe in god,blieving god,5,Other,Other,4,3,3,178,4,3,2,1,house/bungalow,2,few interests,2,few hours a day,5,5,4,4,3,2,right handed,4,3,Other,3,3,sometimes,2,1,1,4,5,5,4,5,3,1,Other,Other,3,1,no,3,4,1,3,3,5,1,1,4,5,3,4,i am always on time,2,5,3,5,1,3,3,4,4,3,5,3,2,5,4,2,3,3,never smoked,3,2,3,neutral,3,2,5,3,2,2,5,3,3,3,village,2,2,60,2,4,5,3
3,2,4,3,19,2,social drinker,4,4,4,4,2,3,4,5,21,blieving god,not lonely,lots of friends,very happy,1,3,3,1,3,2,4,4,4,3,2,4,1,3,3,5,3,2,4,3,3,1,1,1,secondary school,4,3,3,n,3,1,5,2,4,3,4,1,4,4,3,5,3,2,female,3,2,2,give more,4,Other,believe in god,blieving god,5,Other,Other,4,2,3,170,1,4,3,1,house/bungalow,1,many interests,5,few hours a day,4,3,3,3,3,1,right handed,4,2,Other,2,1,sometimes,2,2,2,3,4,5,3,4,3,1,4,Other,4,1,no,3,1,4,4,4,2,2,2,4,2,3,3,i am always on time,2,3,2,4,3,4,4,4,3,3,5,2,3,4,5,5,3,3,never smoked,3,4,3,eat healthy,5,4,4,1,4,2,5,2,2,3,village,4,3,63,1,2,4,2
3,2,5,2,19,1,social drinker,3,5,4,3,4,5,4,2,24,blieving god,not lonely,lots of friends,very happy,2,1,1,3,2,5,5,5,5,4,5,5,1,2,5,5,5,1,2,3,4,Other,3,3,secondary school,5,4,4,n,3,1,5,1,3,3,3,2,5,3,4,5,1,3,female,2,1,3,neutral,3,Other,believe in god,blieving god,5,Other,Other,5,3,1,164,3,2,2,1,house/bungalow,1,many interests,5,few hours a day,3,5,5,3,5,2,right handed,2,Other,Other,1,1,sometimes,5,5,3,2,5,5,5,5,4,1,Other,Other,5,4,no,5,3,3,2,4,3,3,1,5,3,5,2,i am always on time,3,3,2,5,2,4,5,2,5,5,5,3,3,1,3,3,3,2,never smoked,3,5,4,neutral,3,3,2,4,5,2,3,4,2,3,village,3,2,53,3,4,3,3
3,2,2,2,,5,social drinker,4,5,3,1,1,4,5,3,37,neutral,very lonely,no friends,very happy,1,1,3,2,1,3,2,3,5,3,2,4,1,4,3,1,5,3,5,5,4,Other,3,2,college/bachelor degree,5,4,3,n,3,4,5,3,2,4,4,3,1,3,3,4,3,3,female,3,4,1,give less,1,Other,n,Other,3,Other,Other,4,3,3,,4,3,3,2,house/bungalow,2,few interests,2,few hours a day,3,3,4,4,2,3,right handed,4,4,very lonely,4,2,sometimes,3,3,1,4,4,4,3,1,4,1,Other,no friends,2,2,no,1,3,4,4,3,2,3,3,3,3,3,5,i am always on time,4,3,5,3,3,4,1,3,3,5,4,3,4,4,1,2,3,2,tried smoking,4,2,2,neutral,3,2,3,2,3,3,3,2,3,3,village,4,4,60,1,4,2,1
3,2,1,2,18,3,social drinker,4,3,4,1,5,2,3,4,32,blieving god,not lonely,lots of friends,very happy,1,2,4,3,5,2,5,5,4,5,2,3,3,3,1,1,5,4,2,5,3,1,1,1,primary school,5,5,4,n,3,3,3,1,3,4,3,1,3,4,3,4,4,1,female,4,5,3,neutral,3,Other,believe in god,blieving god,5,Other,Other,4,3,1,158,4,3,5,2,house/bungalow,3,many interests,4,few hours a day,3,3,2,5,2,3,right handed,5,2,Other,2,4,sometimes,1,2,1,5,4,5,2,3,5,1,4,Other,4,2,no,3,1,3,2,3,1,2,4,2,2,3,3,i am always on time,2,3,1,5,3,2,5,4,2,3,4,4,4,5,4,1,1,1,tried smoking,4,5,1,eat unhealthy,2,5,5,4,2,1,2,4,2,5,village,2,5,53,1,4,5,5
2,2,4,1,19,2,social drinker,2,5,5,3,5,5,5,1,28,blieving god,not lonely,neutral,very happy,2,1,1,3,5,5,5,3,5,5,2,4,1,5,5,1,5,1,5,5,3,1,1,2,secondary school,5,5,5,be social,4,1,5,3,1,3,4,3,2,4,5,5,1,3,female,1,3,5,give more,5,Other,believe in god,blieving god,5,Other,Other,5,3,3,164,5,4,2,5,house/bungalow,1,neutral,3,few hours a day,5,5,4,3,4,1,right handed,3,2,Other,2,2,sometimes,1,4,2,3,5,5,3,5,3,1,Other,Other,3,2,no,2,4,3,5,3,5,1,2,5,3,2,5,i am always on time,4,3,2,4,4,4,2,2,3,5,5,5,4,5,5,4,5,3,tried smoking,3,3,1,eat healthy,4,3,1,3,3,5,4,1,4,5,village,1,3,60,2,4,5,1
4,4,1,2,20,2,social drinker,3,5,4,2,4,5,5,1,37,blieving god,not lonely,lots of friends,very happy,2,3,3,2,5,5,5,3,5,5,1,3,1,3,3,1,5,3,4,2,3,1,1,2,secondary school,2,3,4,not be social,1,1,5,2,1,4,3,4,2,2,5,5,3,2,female,4,5,4,give more,4,Other,believe in god,blieving god,5,Other,Other,4,5,3,170,3,4,4,3,house/bungalow,1,many interests,4,few hours a day,4,2,3,3,3,3,right handed,5,Other,Other,1,2,sometimes,1,5,4,3,5,5,1,3,2,1,Other,Other,5,1,no,2,4,3,3,3,5,1,2,4,4,2,4,i am always on time,4,3,5,2,2,3,3,4,3,4,4,4,2,4,4,4,3,2,tried smoking,5,4,1,neutral,3,1,5,3,1,3,2,2,4,5,village,3,3,52,1,3,2,1
3,3,1,1,19,3,social drinker,5,5,3,2,3,1,3,3,28,blieving god,neutral,lots of friends,neutral,2,1,3,1,5,1,4,3,4,3,1,5,1,3,3,4,4,1,2,4,4,1,1,1,secondary school,5,4,3,be social,5,2,5,3,4,2,2,4,2,5,5,5,3,3,female,3,2,5,give more,4,Other,believe in god,blieving god,5,3,Other,3,4,1,170,4,1,4,1,house/bungalow,2,few interests,2,few hours a day,5,3,4,2,3,3,right handed,4,3,Other,3,1,sometimes,1,4,1,2,5,5,4,2,3,1,4,Other,4,3,no,1,1,3,5,3,5,1,3,2,1,4,3,i am always on time,1,2,3,5,3,2,3,4,3,4,3,2,2,4,1,2,3,4,tried smoking,4,2,1,eat unhealthy,2,3,1,1,2,1,3,2,1,4,village,3,4,50,2,2,4,1
3,5,3,2,19,5,social drinker,3,1,3,2,3,1,4,3,38,blieving god,neutral,neutral,very happy,4,3,1,1,5,1,3,4,5,5,1,3,1,3,3,4,5,3,3,1,4,Other,2,1,secondary school,5,4,5,be social,5,1,1,1,1,3,3,3,3,5,3,5,4,3,female,3,2,5,give more,5,Other,believe in god,blieving god,5,Other,Other,5,3,3,170,3,4,1,1,house/bungalow,1,few interests,2,few hours a day,5,5,3,3,5,5,right handed,3,3,Other,3,2,sometimes,1,1,1,2,5,5,1,5,5,1,Other,Other,3,1,no,1,3,3,3,3,5,1,1,5,2,1,5,i am always on time,1,1,4,5,3,5,3,5,3,3,5,3,2,1,5,4,3,3,tried smoking,5,2,1,neutral,3,3,4,5,1,1,5,2,2,3,village,1,4,72,1,1,1,1
4,1,1,3,19,3,social drinker,3,2,4,2,3,2,3,2,34,blieving god,neutral,neutral,very happy,1,2,4,3,3,1,4,2,4,2,1,2,1,2,4,1,4,4,2,4,4,1,1,1,secondary school,5,4,4,be social,4,4,2,3,3,2,3,2,1,4,3,4,4,1,female,3,3,4,neutral,3,4,believe in god,blieving god,4,Other,Other,4,3,2,165,3,1,2,2,house/bungalow,2,neutral,3,few hours a day,4,4,3,3,2,2,right handed,5,3,Other,3,4,everytime it suits me,1,4,1,3,4,1,2,2,4,1,Other,Other,3,1,no,2,2,3,2,3,2,,2,2,2,4,3,i am often early,1,4,3,3,2,4,3,3,1,4,4,1,2,4,3,2,4,2,current smoker,4,2,2,neutral,3,2,5,3,1,3,2,2,4,4,village,2,2,78,1,2,3,4
3,4,1,1,23,1,social drinker,2,2,4,1,2,1,5,1,20,blieving god,very lonely,lots of friends,neutral,3,5,2,1,4,1,5,2,5,5,2,3,1,2,5,1,1,1,3,3,3,1,1,4,secondary school,5,5,5,n,3,1,5,1,1,3,3,1,3,2,5,5,3,3,female,1,3,1,give more,5,4,believe in god,blieving god,4,3,Other,3,5,4,171,2,4,2,1,house/bungalow,1,many interests,5,few hours a day,5,5,4,5,5,3,right handed,5,5,very lonely,5,1,only to avoid hurting someone,2,5,1,3,5,5,1,5,5,1,Other,Other,5,2,no,2,3,3,4,5,5,1,3,5,5,4,2,i am often early,1,3,3,2,2,5,1,3,5,3,5,1,1,4,4,5,3,3,current smoker,4,3,1,neutral,3,3,5,1,1,3,2,3,2,1,village,3,5,59,1,1,5,1
3,2,3,5,21,1,social drinker,2,2,4,4,3,1,5,4,19,not believing god,not lonely,lots of friends,very happy,5,5,1,4,5,5,5,2,5,3,1,5,1,4,5,5,1,1,3,3,3,1,1,1,college/bachelor degree,5,5,4,be social,4,1,4,4,3,2,3,5,1,4,5,5,2,5,female,5,1,3,give more,5,Other,not believe in god,Other,1,Other,Other,4,2,5,168,1,5,3,5,house/bungalow,1,neutral,3,few hours a day,5,3,5,2,2,1,right handed,2,Other,Other,1,2,only to avoid hurting someone,5,3,1,2,5,5,3,2,3,1,4,Other,4,1,no,1,3,4,5,3,5,1,3,5,5,3,3,i am often early,1,3,1,3,2,4,1,5,2,1,3,4,5,1,5,5,3,4,former smoker,1,3,5,eat healthy,5,5,1,3,1,1,1,4,4,2,village,2,5,50,1,4,5,1
2,5,5,5,23,2,social drinker,5,4,4,2,4,2,5,3,15,blieving god,very lonely,lots of friends,very happy,4,2,2,4,4,5,4,4,4,4,1,4,5,4,2,1,1,1,2,5,3,Other,4,4,college/bachelor degree,5,5,4,not be social,2,3,4,3,1,4,2,1,2,3,2,4,3,1,female,3,3,2,give more,5,Other,believe in god,blieving god,5,Other,Other,4,4,4,174,3,1,5,1,house/bungalow,2,many interests,4,few hours a day,3,4,5,4,4,4,right handed,4,4,very lonely,4,5,only to avoid hurting someone,5,1,5,4,4,5,2,5,4,1,4,Other,4,1,no,5,3,4,2,3,5,,3,3,4,4,4,i am often early,4,3,1,5,1,4,1,1,4,5,4,1,3,4,2,3,3,4,former smoker,1,2,1,eat healthy,4,3,1,1,3,1,4,4,1,3,village,2,4,69,1,5,4,5
2,2,4,1,28,1,social drinker,2,3,4,3,1,4,5,4,34,blieving god,not lonely,lots of friends,very happy,3,4,1,2,3,1,4,2,5,5,1,5,1,4,5,4,3,4,4,1,3,Other,2,3,secondary school,3,4,4,n,3,1,5,4,4,2,4,4,1,3,4,4,4,5,female,3,2,3,give more,4,4,believe in god,blieving god,4,Other,Other,4,3,3,165,3,4,2,2,house/bungalow,1,neutral,3,few hours a day,5,3,5,2,4,2,right handed,4,2,Other,2,2,only to avoid hurting someone,3,3,1,2,5,5,3,3,2,1,4,Other,4,1,no,1,5,3,5,4,3,1,1,5,4,1,5,i am often early,2,2,5,2,2,5,4,1,3,4,4,2,1,3,5,5,5,1,former smoker,3,3,3,eat unhealthy,2,3,3,4,2,1,2,4,4,4,village,3,1,57,1,2,4,2
3,5,5,5,20,2,social drinker,3,4,3,3,3,2,3,4,24,not believing god,neutral,lots of friends,very happy,5,3,4,2,5,1,3,1,3,5,1,5,4,1,3,2,3,3,3,3,3,Other,3,1,secondary school,2,3,4,be social,5,1,4,5,3,1,5,1,1,1,5,5,5,3,female,2,3,3,give more,5,Other,not believe in god,Other,1,Other,Other,4,3,3,173,4,4,1,1,house/bungalow,1,many interests,5,few hours a day,5,3,2,3,1,1,right handed,4,3,Other,3,3,only to avoid hurting someone,1,5,1,3,5,5,1,,4,1,Other,Other,5,2,no,1,5,3,1,3,5,1,1,3,4,4,5,i am often early,1,3,2,1,1,2,1,1,1,2,3,3,4,2,3,3,3,4,former smoker,2,4,3,eat healthy,5,3,1,1,1,4,1,2,3,3,village,3,2,,1,2,5,1
4,2,5,5,21,1,social drinker,4,1,3,3,3,4,3,2,27,neutral,very lonely,lots of friends,very happy,2,2,1,3,3,5,5,3,3,3,3,4,2,2,3,5,5,2,3,5,4,Other,3,1,college/bachelor degree,2,4,5,be social,5,2,5,2,2,3,3,3,4,2,5,4,3,3,female,4,3,2,give less,1,Other,n,Other,3,Other,Other,4,3,4,168,2,2,3,2,house/bungalow,1,many interests,5,few hours a day,3,3,4,4,4,1,right handed,3,4,very lonely,4,3,only to avoid hurting someone,2,3,1,3,4,5,5,4,4,1,4,Other,4,1,no,2,2,3,2,4,3,2,2,2,2,4,3,i am often early,1,3,2,2,5,3,2,4,4,2,2,4,4,3,4,2,4,3,tried smoking,3,4,2,neutral,3,4,5,2,4,1,4,3,3,3,village,4,1,53,3,3,4,1
3,3,2,1,22,4,social drinker,4,3,4,4,5,2,5,2,33,blieving god,neutral,neutral,neutral,1,3,3,3,3,1,5,4,4,5,1,3,2,4,3,2,5,2,5,3,3,Other,4,2,masters degree,5,5,3,not be social,2,3,3,3,4,4,4,3,2,4,5,4,4,1,female,3,5,3,give less,2,Other,believe in god,blieving god,5,3,Other,3,4,3,156,3,1,3,1,house/bungalow,4,neutral,3,few hours a day,3,3,4,3,2,2,right handed,5,3,Other,3,2,only to avoid hurting someone,1,2,3,3,5,5,1,3,3,1,Other,Other,3,2,no,3,1,4,2,3,2,1,3,3,3,3,4,i am often early,3,2,5,4,2,4,3,3,4,5,3,2,1,4,2,3,3,1,tried smoking,3,2,3,neutral,3,3,2,3,4,1,4,4,4,5,village,2,3,50,3,3,2,1
3,4,1,1,20,4,social drinker,2,5,4,2,3,1,5,1,37,neutral,very lonely,no friends,neutral,3,3,3,1,3,1,3,3,4,3,1,3,1,3,4,1,5,5,5,3,3,1,1,1,secondary school,5,4,3,not be social,1,3,5,3,3,4,1,4,1,5,3,5,3,2,female,2,5,2,give more,5,Other,n,Other,3,3,Other,3,4,3,163,4,4,5,1,house/bungalow,1,few interests,2,few hours a day,5,4,4,3,1,1,right handed,4,4,very lonely,4,3,only to avoid hurting someone,2,1,1,5,3,3,1,1,4,1,Other,no friends,2,2,no,1,3,3,1,3,1,1,2,4,5,2,5,i am often early,4,3,4,4,1,5,2,4,1,4,4,1,2,4,3,4,5,1,tried smoking,4,4,1,eat unhealthy,2,1,1,3,1,1,2,4,2,4,village,1,1,56,1,3,5,2
